index,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6040221,487,PAYMENT,19326.52,C1179924702,0,0,M239838672,0,0,0,0
5963847,406,CASH_IN,127580.44,C1367686135,3691277.51,3818857.95,C1459656771,316429.74,188849.3,0,0
1705880,160,PAYMENT,17539.11,C1531076879,477,0,M231092011,0,0,0,0
704406,37,CASH_OUT,99801.75,C728318802,5575,0,C932448284,0,99801.75,0,0
3525581,259,TRANSFER,814778.13,C1529783910,0,0,C1923658722,2685676.75,3500454.89,0,0
3054061,234,TRANSFER,26014.97,C441375833,21284,0,C427799832,410748.4,436763.37,0,0
1107076,130,CASH_OUT,58690.05,C1526848801,0,0,C1393912773,1170977.13,1229667.19,0,0
4392945,321,PAYMENT,10334.91,C1891403526,60637,50302.09,M1760236129,0,0,0,0
5837416,402,CASH_OUT,145857.14,C1160350576,0,0,C2139129784,1903448.62,2049305.76,0,0
2274201,187,TRANSFER,72725.31,C1021329901,0,0,C782891703,992559.79,1065285.11,0,0
2818372,225,PAYMENT,5956.46,C475311501,0,0,M33365274,0,0,0,0
5939938,404,CASH_OUT,676782.72,C1031452772,0,0,C318470929,926807.59,1603590.3,0,0
242379,14,CASH_OUT,57220.87,C1491480065,1016,0,C736786205,415929.83,709627.92,0,0
4281540,307,PAYMENT,1942.49,C977092528,0,0,M875598172,0,0,0,0
694158,36,CASH_IN,567287.71,C1789197184,62106.9,629394.61,C1817319941,1458548.39,891260.68,0,0
6202076,582,CASH_OUT,149927.75,C827849453,0,0,C1359817643,1516537.74,1666465.49,0,0
2437663,203,PAYMENT,6538.92,C1033032174,134733.24,128194.32,M1862483315,0,0,0,0
1166942,132,CASH_IN,234257.91,C1882578185,1213537.77,1447795.68,C1931711596,283029.74,48771.83,0,0
3656655,275,CASH_OUT,213122.37,C400836929,123024,0,C1827939496,53477.65,266600.02,0,0
1135360,131,CASH_OUT,81853.45,C455396126,30840,0,C150702032,0,81853.45,0,0
6232499,592,CASH_OUT,329844.31,C720945561,31359,0,C1081787542,28301.2,358145.51,0,0
21733,8,CASH_OUT,129302.89,C1686175438,0,0,C503195940,442588.55,614329.95,0,0
4347048,308,CASH_OUT,162042.48,C679101257,5602,0,C69501378,0,162042.48,0,0
4096669,301,PAYMENT,18852.36,C2064387759,0,0,M43077480,0,0,0,0
1671236,158,CASH_IN,125738.39,C1345807098,14885309.07,15011047.46,C54430239,270038.36,144299.97,0,0
977607,44,PAYMENT,730.85,C1828406617,0,0,M144224827,0,0,0,0
4440623,323,TRANSFER,3437405.72,C2001496484,125911.88,0,C292894580,11020656.15,14458061.87,0,0
2505805,205,CASH_OUT,132120.45,C365115381,726,0,C1042190867,1478622.79,1610743.24,0,0
5252851,371,PAYMENT,7077.47,C428425701,0,0,M1683450829,0,0,0,0
4723458,332,PAYMENT,9653.87,C1195543181,0,0,M1745494137,0,0,0,0
5994521,422,CASH_OUT,8090.52,C55073049,0,0,C186816501,1561381.2,1569471.72,0,0
3575300,261,CASH_OUT,44563.45,C1717115934,5685,0,C1084002728,0,44563.45,0,0
286012,15,CASH_IN,219832.32,C613480518,1532470.42,1752302.74,C893548422,4056097.19,3553872.45,0,0
1616224,156,CASH_OUT,115553.83,C227150601,0,0,C1369201236,3165122.7,3280676.53,0,0
3687814,276,CASH_IN,66798.44,C744874349,235794.48,302592.93,C463827879,3968885.13,3902086.69,0,0
5774401,400,CASH_IN,306098.06,C1204966495,1600859.04,1906957.1,C199615082,9158953.28,8852855.22,0,0
6014033,449,TRANSFER,244292.43,C702576445,0,0,C744766568,2111909.37,2356201.8,0,0
5679872,397,CASH_IN,178170.33,C531190478,55712,233882.33,C745020713,203283.33,25113.01,0,0
3533626,259,CASH_OUT,125084.76,C637217043,0,0,C1260588783,346455.64,471540.4,0,0
2793763,216,PAYMENT,5448.11,C249965195,224773,219324.89,M1667317952,0,0,0,0
687260,36,CASH_IN,17765.99,C1180147787,30932,48697.99,C328595538,0,0,0,0
2852403,227,PAYMENT,75347.96,C1355018861,0,0,M95766609,0,0,0,0
2861718,227,CASH_OUT,259525.09,C158445559,31023,0,C1448542929,1769032.06,2028557.15,0,0
3597998,263,CASH_IN,93965.74,C877426286,49337.08,143302.82,C1201185228,9593371.43,9499405.69,0,0
5541982,382,PAYMENT,41720.01,C1459496975,0,0,M263798940,0,0,0,0
1671010,158,CASH_OUT,63271.77,C1767266009,0,0,C969717908,502140.41,565412.18,0,0
1095897,130,CASH_OUT,259343.18,C1469750627,0,0,C1351245012,373346.69,632689.87,0,0
5179138,359,CASH_OUT,377378.72,C2017005088,10451.37,0,C534017397,393453.26,770831.98,0,0
3474108,258,CASH_IN,15510.14,C1012151238,759672.85,775182.99,C208598180,45773.41,30263.27,0,0
1505443,143,PAYMENT,14251.39,C1947652980,49784.12,35532.73,M791573750,0,0,0,0
1548073,154,CASH_IN,286983.57,C1333999714,50481,337464.57,C329083951,0,0,0,0
1748490,161,CASH_IN,91170.03,C945077126,2059329.62,2150499.65,C1905066109,672969.57,581799.53,0,0
4886919,349,CASH_OUT,176856.88,C194629326,654,0,C2136766199,195336.01,372192.89,0,0
267949,15,PAYMENT,3048.58,C73294212,0,0,M316385008,0,0,0,0
3693546,277,CASH_OUT,42775.51,C2045547928,108,0,C22016256,156081.12,198856.62,0,0
5548798,382,TRANSFER,148498.05,C1949584841,3942,0,C836440832,149609.86,298107.9,0,0
2315335,188,PAYMENT,14150.93,C1353846873,0,0,M772633469,0,0,0,0
2300028,188,CASH_OUT,124553.33,C634021037,201072,76518.67,C510258222,49364.66,173917.99,0,0
582548,33,CASH_IN,85656.85,C393357632,1511582.95,1597239.8,C1835568274,142760.84,57103.98,0,0
5668392,396,CASH_IN,198738.94,C1159269563,26274557.36,26473296.31,C268638175,266445.48,67706.54,0,0
3263081,251,PAYMENT,50469.09,C973390737,768332,717862.91,M222800267,0,0,0,0
4029609,299,PAYMENT,29490.82,C1624614276,0,0,M260216494,0,0,0,0
5573012,393,CASH_OUT,311458.86,C1821309253,21676,0,C1000927939,0,311458.86,0,0
2525697,205,CASH_OUT,322540.4,C852189521,39078,0,C435124419,37501.85,360042.24,0,0
4872603,348,TRANSFER,467567.46,C1187120975,0,0,C2028067259,1243364.15,1710931.61,0,0
1435456,140,PAYMENT,2219.36,C1394325453,697372.04,695152.67,M177560236,0,0,0,0
3311073,252,CASH_OUT,10083.73,C495056610,102791,92707.27,C720894704,57319.03,67402.76,0,0
3959827,290,CASH_IN,141563.8,C780854763,12646977.69,12788541.49,C578405134,2552603,2411039.2,0,0
3103081,235,PAYMENT,19114.28,C121612800,194666.62,175552.34,M1807104348,0,0,0,0
1672629,158,CASH_OUT,148494.51,C1132343928,0,0,C1942758218,3191726.57,3340221.09,0,0
5081096,355,CASH_OUT,71607.98,C1602736661,0,0,C1116406642,1726839.26,1798447.24,0,0
3432482,256,PAYMENT,8959.28,C190654670,457196.7,448237.42,M817099734,0,0,0,0
5183105,360,PAYMENT,6031.55,C1759136051,60047,54015.45,M127770977,0,0,0,0
3115593,236,CASH_IN,86224.75,C312383021,3459549.56,3545774.31,C1868292922,4827230.94,4741006.19,0,0
627327,34,CASH_OUT,100605.65,C899559226,0,0,C1133999867,1659400.5,1760006.15,0,0
4147679,303,TRANSFER,1008798.7,C2127404031,0,0,C2139254558,4318501.14,5327299.84,0,0
6019219,455,PAYMENT,6079.83,C1142532048,52387,46307.17,M1277789208,0,0,0,0
6341223,692,CASH_IN,12050.39,C1130066561,124117,136167.39,C967857908,95174.64,83124.25,0,0
493094,20,CASH_IN,93698.76,C1382617785,5057,98755.76,C1151659609,302,0,0,0
5941430,404,TRANSFER,291009.55,C92400277,0,0,C1876848829,907551.21,1198560.75,0,0
4362916,310,TRANSFER,11934721.88,C1341037533,0,0,C19797187,18811558.19,30746280.07,0,0
4155658,303,CASH_OUT,138836.11,C2065683909,0,0,C213380445,707470.61,846306.72,0,0
4618928,329,PAYMENT,7750.83,C281738190,15370,7619.17,M1388176451,0,0,0,0
6266829,617,CASH_OUT,702112.21,C1335364854,0,0,C1207583137,1021602.26,1723714.46,0,0
5994431,422,CASH_OUT,78097.37,C2113012626,101829,23731.63,C377356143,61112.68,139210.04,0,0
876913,42,CASH_OUT,177959.11,C815306162,69371,0,C1363252477,0,177959.11,0,0
2306674,188,CASH_IN,23547.03,C366429415,34058375.64,34081922.67,C1427310482,354279.07,330732.03,0,0
5218402,370,CASH_OUT,464235.74,C610235652,16568,0,C1969745385,206330.2,670565.94,0,0
6323197,688,CASH_OUT,78721.62,C918550328,3611,0,C1586454550,0,78721.62,0,0
4901496,349,PAYMENT,37184.56,C1018484007,29844,0,M358833215,0,0,0,0
3544785,260,PAYMENT,4086.61,C46885504,40814,36727.39,M1062580609,0,0,0,0
6245078,596,CASH_OUT,166943.52,C948511555,1158,0,C790680376,0,166943.52,0,0
6239628,595,CASH_IN,218707.31,C1729023177,204787,423494.31,C313845870,5815629.01,5596921.7,0,0
5552747,383,PAYMENT,6952.5,C1177122646,16778,9825.5,M826078827,0,0,0,0
2089624,182,CASH_IN,145270.26,C141955383,6784644.04,6929914.29,C2029536311,227662.16,82391.9,0,0
5187616,362,CASH_IN,83425.87,C1415155354,444033.67,527459.53,C1325142665,501482.53,418056.66,0,0
3504624,259,CASH_OUT,122200.54,C895320498,222,0,C216401644,166282.25,288482.79,0,0
1348480,137,CASH_OUT,232298.86,C240190845,0,0,C1706910907,1387974.91,1620273.77,0,0
5773212,400,CASH_OUT,74470.82,C348863258,0,0,C462687791,278093.35,352564.17,0,0
1463902,140,CASH_IN,192225.57,C270652967,51949,244174.57,C453413371,0,0,0,0
1122872,130,CASH_OUT,121837.21,C122699629,0,0,C1492473552,370965.32,492802.53,0,0
2208500,186,PAYMENT,18026.54,C1779894220,0,0,M352940202,0,0,0,0
1176212,132,CASH_OUT,33944.06,C1411275308,50344,16399.94,C613327976,0,33944.06,0,0
5298116,373,CASH_OUT,113897.84,C473734103,0,0,C231977098,447928.41,561826.25,0,0
4545381,326,CASH_OUT,238134.45,C407229818,12431,0,C1772885721,0,238134.45,0,0
1975223,178,CASH_IN,242209.02,C1966855048,10396467.01,10638676.03,C216320906,1293424.03,1051215.01,0,0
3951270,287,CASH_OUT,219555.08,C1896366177,8098.05,0,C266030275,2224180.39,2443735.48,0,0
1505433,143,PAYMENT,15173.59,C700304202,7147,0,M99892558,0,0,0,0
3144104,236,CASH_OUT,88958.42,C560762241,5520,0,C1983612745,0,88958.42,0,0
3769643,280,CASH_OUT,111905.11,C799973394,0,0,C2080491465,2965849.97,3077755.08,0,0
266778,15,CASH_OUT,282381.67,C1321435096,0,0,C171294561,2448358.76,2730740.43,0,0
3367734,254,PAYMENT,12316.9,C1381350361,55155,42838.1,M2125296483,0,0,0,0
55147,9,PAYMENT,679.77,C2116493570,0,0,M308104343,0,0,0,0
3690430,277,CASH_IN,135503.36,C1609291684,1244,136747.36,C760362253,0,0,0,0
5888843,403,CASH_OUT,32729.29,C926020246,0,0,C849969134,991024.88,1023754.17,0,0
2922853,229,CASH_IN,53865.98,C239487086,4261452.08,4315318.06,C1369355835,1065788.43,1011922.45,0,0
2046771,181,CASH_IN,177807.14,C611588278,788229.24,966036.38,C1998750048,11361628.08,11183820.94,0,0
3921875,285,PAYMENT,6453.87,C271649441,45183.2,38729.33,M2028602628,0,0,0,0
3296270,252,CASH_OUT,191186.24,C2087366293,0,0,C531432397,1908779.09,2099965.33,0,0
2112865,183,PAYMENT,28461.16,C51928529,66249.49,37788.33,M1295332623,0,0,0,0
779640,39,CASH_OUT,101911.82,C1521780527,171013.03,69101.21,C1365834356,4278386.51,4380298.33,0,0
452562,19,PAYMENT,29848.01,C748872004,39159,9310.99,M446829877,0,0,0,0
1975535,178,CASH_IN,174322.33,C1168472989,984320.2,1158642.53,C2036000156,2450299.51,2275977.18,0,0
2286299,187,CASH_IN,198966.6,C704250734,3960872.85,4159839.44,C1901931273,1854282.99,1655316.39,0,0
3332322,253,CASH_IN,54963.36,C1430783103,6956184.83,7011148.2,C973930897,1454711.2,1399747.84,0,0
1727850,160,CASH_IN,15076.68,C1048936313,15286506.28,15301582.96,C297687138,872163.61,857086.93,0,0
5168662,358,CASH_IN,23228.52,C1121586721,20043,43271.52,C1471580503,385076.32,361847.79,0,0
4250633,306,CASH_IN,20171.89,C1501646768,4483090.48,4503262.37,C1266309477,717726.63,697554.73,0,0
4486968,324,PAYMENT,7082.96,C1344082352,0,0,M740400009,0,0,0,0
3281595,251,TRANSFER,231176.14,C1041545208,0,0,C2001396534,565499.38,796675.53,0,0
2039948,181,PAYMENT,37191.82,C926112363,43736,6544.18,M58779384,0,0,0,0
904139,43,TRANSFER,726672.03,C962266708,0,0,C328239164,1045120.14,1771792.17,0,0
5795300,401,PAYMENT,1553.79,C2058574610,79553,77999.21,M1756098708,0,0,0,0
942419,43,CASH_IN,32277.68,C1196455279,648188,680465.68,C533442136,4028168.01,3995890.32,0,0
5589767,394,PAYMENT,598.57,C530093554,0,0,M1495146201,0,0,0,0
2918147,229,CASH_OUT,222964.95,C632983922,0,0,C681101640,12033914.09,12256879.05,0,0
4501368,325,CASH_IN,181185.52,C1155821499,84032,265217.52,C830523993,0,0,0,0
5401317,377,CASH_IN,77013.33,C1690394534,3825703.92,3902717.25,C904900079,251363.96,174350.62,0,0
5588987,394,PAYMENT,2541.26,C1748671296,0,0,M583220876,0,0,0,0
648787,35,PAYMENT,6514.96,C744788518,328716.42,322201.45,M2050829315,0,0,0,0
5743036,399,PAYMENT,11472.18,C1784963292,0,0,M223408037,0,0,0,0
5438664,378,TRANSFER,1101646.33,C1607627763,198960.64,0,C951582688,2003533.68,3105180.01,0,0
5218896,370,CASH_OUT,15299.88,C1086190847,0,0,C119750744,432874.77,448174.65,0,0
2200120,185,CASH_OUT,8394.65,C940059858,0,0,C44859184,372080.18,380474.83,0,0
380149,17,CASH_IN,35694.12,C1080295827,354193.64,389887.76,C774512661,137070.34,101376.23,0,0
4087073,301,CASH_OUT,414653.81,C1360997181,42419,0,C657868649,667584.28,1121860.41,0,0
3428888,256,CASH_OUT,146718,C491559921,176859,30141,C593085313,266310.97,413028.97,0,0
99798,10,DEBIT,2864.74,C2128558427,1607018.86,1604154.12,C1480045282,30875,33739.74,0,0
3422166,256,CASH_OUT,6265.42,C328527462,0,0,C1643904174,2713137.8,2719403.22,0,0
1031273,93,CASH_OUT,90797.45,C835850779,199324.33,108526.88,C1675663226,1363316.28,1454113.72,0,0
1519661,153,PAYMENT,16180.47,C2099820500,0,0,M471961904,0,0,0,0
4831537,347,PAYMENT,21308.58,C2118362123,224271.02,202962.44,M1249542812,0,0,0,0
4823060,346,PAYMENT,302.45,C1929088569,262464,262161.55,M476798221,0,0,0,0
4991927,352,PAYMENT,22672.36,C582197833,32985,10312.64,M1652716947,0,0,0,0
4340189,308,PAYMENT,9574.52,C850995980,89103.73,79529.21,M712753665,0,0,0,0
437066,18,PAYMENT,494.01,C1401522665,0,0,M265143457,0,0,0,0
3609430,265,PAYMENT,1443.45,C1189330685,27191.11,25747.66,M1307517116,0,0,0,0
5586943,394,CASH_OUT,80272.66,C454867332,0,0,C311864849,327569.87,407842.53,0,0
2665885,210,CASH_OUT,56940.16,C1285980262,10985,0,C1088233846,235374.37,292314.54,0,0
5443024,378,CASH_OUT,70958.91,C307914439,4147,0,C1265240325,51644.45,122603.36,0,0
2106725,183,PAYMENT,6115.93,C1928833287,0,0,M258975653,0,0,0,0
2992266,232,PAYMENT,21861.54,C2023178562,38680.28,16818.74,M935958728,0,0,0,0
4602267,329,CASH_OUT,255016.1,C1678784151,0,0,C1487419653,1494498.37,1749514.47,0,0
523091,20,PAYMENT,13354.92,C484864739,363614.04,350259.11,M1633376400,0,0,0,0
6179743,565,CASH_IN,86296.31,C1054499003,39048,125344.31,C584833296,51539.07,0,0,0
1861639,164,CASH_IN,181913.73,C1263972622,9631039.79,9812953.52,C1507352267,8792922.62,8611008.89,0,0
3283831,252,CASH_IN,204081.05,C86267506,4218013.43,4422094.48,C2066012436,533953.55,329872.51,0,0
3236711,250,CASH_OUT,98025.98,C943244374,0,0,C546070696,608573.11,706599.09,0,0
3291206,252,CASH_OUT,164657.37,C696675621,9930,0,C1245881344,0,38616.17,0,0
1926804,168,CASH_OUT,91591.52,C1787780719,27521.28,0,C1625960936,630123.74,721715.26,0,0
2047959,181,CASH_OUT,45669.7,C173505036,0,0,C1441354395,1191555.42,1237225.12,0,0
6191846,571,CASH_OUT,331054.47,C2037288616,41160,0,C1390575759,0,331054.47,0,0
5975833,407,CASH_OUT,164660.48,C1498391679,409156,244495.52,C1830724577,43223.83,207884.31,0,0
4560054,327,CASH_OUT,245775.61,C1473092538,0,0,C775439776,279203.43,524979.05,0,0
645882,35,CASH_OUT,254303.21,C237067083,0,0,C1339223273,348238.91,165769.78,0,0
5903273,403,PAYMENT,7763.55,C1818322657,13022,5258.45,M368891686,0,0,0,0
4106590,302,CASH_IN,179826.63,C179365869,0,179826.63,C1947458070,620342.15,440515.53,0,0
1520593,153,TRANSFER,1301662.25,C2056965367,0,0,C1700524560,2493984.52,4471385.79,0,0
5320587,374,CASH_OUT,45919.02,C845114921,5442,0,C1388248211,0,45919.02,0,0
4165793,304,CASH_OUT,147275.91,C1996406614,0,0,C695122138,511337.69,658613.6,0,0
4798938,345,CASH_IN,180792.96,C2018184873,200,180992.96,C1299733893,1535448.19,1354655.22,0,0
5821874,402,CASH_OUT,336481.38,C2128784589,153,0,C570746867,0,418239.8,0,0
837381,41,CASH_OUT,190797.62,C1985718765,7096,0,C1364061062,168739.79,359537.4,0,0
4388882,321,PAYMENT,9293.14,C890055239,1119,0,M2015371222,0,0,0,0
5647905,396,CASH_IN,1256.02,C297080871,649,1905.02,C192325054,171811.28,170555.26,0,0
5734336,399,CASH_OUT,67206.83,C1882041200,0,0,C218042827,225407.07,292613.9,0,0
2047940,181,CASH_OUT,67514.4,C1565273299,0,0,C1874831211,355765.57,423279.97,0,0
4127316,302,CASH_OUT,269849.12,C619951809,95,0,C1810733283,55889.61,325738.73,0,0
5125512,356,TRANSFER,358481.78,C1423372929,111171.45,0,C180927245,488278.88,846760.66,0,0
201512,13,CASH_IN,160105.3,C1202006433,31961.74,192067.03,C481199409,0,0,0,0
156145,12,CASH_OUT,116221.64,C1331871932,0,0,C1497047877,752637.17,868858.81,0,0
2639760,209,PAYMENT,6659.8,C556427433,12944.41,6284.61,M202234904,0,0,0,0
5679341,397,CASH_IN,216270.57,C277550346,182,216452.57,C168561954,530431.74,314161.17,0,0
1874434,164,TRANSFER,275068.34,C2050102568,0,0,C442484248,7175396.33,7450464.67,0,0
849227,41,CASH_IN,151336.22,C1248404805,179,151515.22,C254038376,2590485.15,2439148.93,0,0
678730,36,PAYMENT,14548.38,C1440861412,49518.33,34969.96,M2098703395,0,0,0,0
5448035,379,CASH_OUT,142264.48,C1428533502,3272.9,0,C2005831873,526095.69,668360.17,0,0
5197592,369,PAYMENT,12413.18,C1686371582,263473.11,251059.93,M2144986166,0,0,0,0
3602146,263,PAYMENT,11520.14,C506505680,34177.69,22657.55,M1884472314,0,0,0,0
1962021,178,CASH_IN,129121.36,C979433073,29999,159120.36,C1139443388,1668073.17,1538951.82,0,0
226943,14,PAYMENT,5947.97,C1885494940,0,0,M1472137369,0,0,0,0
4516524,325,CASH_OUT,98702.35,C709801378,281904,183201.65,C870567756,83497.35,182199.7,0,0
6160256,548,CASH_OUT,178323.65,C1061231114,101631,0,C144439664,183328.05,361651.7,0,0
4820388,346,PAYMENT,16003.74,C984829929,51401,35397.26,M578769330,0,0,0,0
883972,42,CASH_IN,10492.94,C1312060335,1953476.9,1963969.85,C1936047845,759793.33,1286722.22,0,0
6020046,458,CASH_OUT,180868.83,C1113533941,0,0,C933917393,1503909.07,1684777.9,0,0
2342312,189,PAYMENT,16824.46,C64056373,66372.38,49547.93,M1512534183,0,0,0,0
2077570,182,CASH_IN,28309.47,C1264603577,242202.18,270511.65,C1989502981,10172528.84,10144219.37,0,0
2150884,184,CASH_OUT,127874.15,C1786689058,12039,0,C775160491,0,127874.15,0,0
3966921,297,CASH_IN,175496.75,C1795982483,20951,196447.75,C1961291618,905793.91,730297.16,0,0
3856322,283,CASH_IN,204565.41,C1152436855,4578811.21,4783376.62,C1698796534,5455796.35,5251230.94,0,0
487212,19,CASH_OUT,58179.52,C207574260,99826,41646.48,C983162265,1548315.74,1606495.26,0,0
1590468,156,CASH_IN,337108.8,C1904510250,1818176.48,2155285.28,C1248721955,655161.4,318052.6,0,0
403219,18,CASH_IN,239106.7,C427547863,48575,287681.7,C1933965693,5795705.37,5556598.67,0,0
2809411,225,CASH_OUT,4068.43,C1924698625,0,0,C1243321343,52903.82,56972.25,0,0
615075,34,PAYMENT,3078.95,C379301003,188466.78,185387.83,M26128925,0,0,0,0
248717,14,PAYMENT,412.03,C18171741,221064.01,220651.98,M1384431648,0,0,0,0
384346,17,CASH_OUT,33820.53,C1367789335,106991,73170.47,C2013666607,3140.49,36961.02,0,0
3681807,276,TRANSFER,518512.03,C923744099,20286,0,C787241666,1031343.27,1549855.31,0,0
3825708,282,CASH_OUT,87373.08,C1019631310,502801,415427.91,C329998293,148898.45,236271.53,0,0
5968842,406,PAYMENT,26231.7,C2056158908,0,0,M1094459378,0,0,0,0
994958,45,CASH_IN,103019.9,C352900434,6588343.53,6691363.43,C356221113,168155.18,65135.29,0,0
5821243,402,PAYMENT,15602.63,C900949366,0,0,M61782621,0,0,0,0
1206613,133,CASH_OUT,139829.27,C1427629619,0,0,C1237463271,1303819.31,1443648.58,0,0
1163247,132,CASH_OUT,127790.58,C1733727478,11597,0,C187812282,76186.57,203977.15,0,0
4160287,304,CASH_IN,367003.32,C300218430,33475,400478.32,C2128963813,0,0,0,0
6269320,619,PAYMENT,8234.26,C410126312,15297,7062.74,M1652069816,0,0,0,0
3456835,257,CASH_OUT,221008.58,C1032646344,0,0,C53576395,1612535.91,1833544.49,0,0
4876067,348,CASH_OUT,154506.98,C346885329,0,0,C1893971963,11256857.85,11411364.82,0,0
2815978,225,TRANSFER,560655.88,C51044664,34528,0,C1985359259,5157597.04,5718252.93,0,0
5328126,374,CASH_IN,65249.51,C1941941633,549367.27,614616.77,C1803910827,89784.49,24534.99,0,0
1424803,139,CASH_IN,110128.82,C1354028798,9768174.67,9878303.5,C1014608430,113165.98,3037.15,0,0
2602994,208,CASH_OUT,31243.1,C964149080,0,0,C1082495064,1931565.44,1818612.88,0,0
1479318,141,PAYMENT,2848.59,C1881445030,0,0,M1563307754,0,0,0,0
6122125,540,TRANSFER,357659.7,C1380791830,0,0,C1002481183,1141578.59,1499238.29,0,0
5043507,354,CASH_OUT,244186.05,C1941612915,0,0,C1420210120,4928506.67,5172692.72,0,0
6265286,614,CASH_IN,11059.56,C856621929,6529551.37,6540610.93,C349766947,1897117.75,1886058.19,0,0
3023684,233,CASH_OUT,179666.26,C1878616523,0,0,C88943017,573328.21,922171.33,0,0
2789741,215,PAYMENT,4783.76,C725418154,210511,205727.24,M1640572825,0,0,0,0
462373,19,CASH_IN,134564.46,C725169106,13243695.56,13378260.03,C1545485892,4698037.54,4563473.07,0,0
2568689,207,CASH_IN,279561.46,C2078683863,17084047.07,17363608.53,C466880114,921440.37,641878.92,0,0
4999999,353,CASH_IN,64178.86,C15059310,404724,468902.86,C555747818,208740.28,144561.42,0,0
83105,10,TRANSFER,1522544.78,C443088828,3474,0,C464427867,141618.54,1664163.32,0,0
256583,14,CASH_OUT,120843.91,C1866589353,0,0,C1514834483,1411236.48,1947898.62,0,0
4263902,307,CASH_IN,278881.75,C776392355,20072,298953.75,C40444574,19579,0,0,0
90041,10,CASH_OUT,162802.59,C1373940495,50078,0,C1687191050,27112.23,189914.83,0,0
1551730,154,CASH_OUT,117565.02,C649184494,0,0,C1645396792,477435.34,595000.35,0,0
1283533,135,PAYMENT,25628.41,C230750955,271223.02,245594.61,M232482868,0,0,0,0
3542723,260,CASH_OUT,249384.9,C1005418412,0,0,C1481386910,350951.78,600336.68,0,0
842729,41,PAYMENT,27350.2,C429552334,0,0,M2026308980,0,0,0,0
4143008,303,CASH_IN,281940.31,C1915027333,228639,510579.31,C359285447,204169.93,0,0,0
1580715,155,CASH_OUT,233777.95,C2133381043,54018,0,C1827860758,800523.4,1034301.35,0,0
2326442,188,PAYMENT,19845.8,C724312483,3237,0,M1871541171,0,0,0,0
992199,45,CASH_IN,3399.89,C680604951,8410,11809.89,C283479403,452501.09,607864.5,0,0
3252565,251,CASH_OUT,226818.68,C302494492,35403,0,C953998989,34722.72,261541.39,0,0
4785478,338,PAYMENT,1933.73,C389402684,64213,62279.27,M2095673307,0,0,0,0
5965009,406,PAYMENT,44375.63,C1327372581,0,0,M1906306866,0,0,0,0
289297,15,TRANSFER,325667.41,C2099495127,93843.5,0,C1147257521,0,249109.07,0,0
2906673,228,PAYMENT,17492.08,C1201043336,0,0,M422472327,0,0,0,0
2506051,205,PAYMENT,11039.72,C1466900461,55982.18,44942.46,M1799124323,0,0,0,0
4052966,300,PAYMENT,9001.08,C1949619426,0,0,M310656429,0,0,0,0
3864700,283,CASH_OUT,103706.4,C748860330,32501,0,C250289324,9696921.72,9800628.13,0,0
196997,13,PAYMENT,13208.31,C1632137378,0,0,M1904640358,0,0,0,0
554497,22,PAYMENT,1385.07,C276403262,10296,8910.93,M1011848735,0,0,0,0
5763719,400,CASH_IN,109541.24,C1930644428,46229,155770.24,C251866891,0,0,0,0
5171980,358,PAYMENT,17933.07,C1653091815,16318,0,M1454717811,0,0,0,0
222263,14,CASH_OUT,588569.18,C666373498,198342,0,C1921540682,128645.04,717214.21,0,0
2171965,185,CASH_OUT,240378.4,C918027357,14760,0,C1320961911,0,240378.4,0,0
6202172,582,CASH_IN,219851.88,C743488776,4100385.85,4320237.73,C1365873087,400511.45,180659.57,0,0
2259196,187,CASH_OUT,2428.61,C2008970030,0,0,C1923204398,49929.66,52358.27,0,0
3408595,255,TRANSFER,728933.5,C575756212,5592,0,C672182199,1615143.27,2344076.77,0,0
2198939,185,TRANSFER,33781.86,C1222099794,0,0,C1844790730,848826.24,882608.1,0,0
1778522,162,TRANSFER,702502,C1894794529,61573,0,C945253182,1308409.45,2010911.45,0,0
1805904,163,PAYMENT,6489.1,C57159767,107043,100553.9,M860696774,0,0,0,0
3047121,234,PAYMENT,1952.01,C2112454199,0,0,M1895372283,0,0,0,0
4376567,311,PAYMENT,6631.9,C1421662919,13295.17,6663.27,M540706704,0,0,0,0
5819968,401,PAYMENT,47593.67,C1676712491,10622,0,M1690976702,0,0,0,0
4140402,303,CASH_OUT,155157.57,C727742916,13304,0,C311435990,1933075.56,2088233.12,0,0
3144891,236,PAYMENT,4475.1,C1164657570,0,0,M1714212473,0,0,0,0
256171,14,PAYMENT,5106.85,C291318591,245980.83,240873.99,M719300335,0,0,0,0
830975,41,CASH_IN,220626.68,C797574850,34782,255408.68,C90810322,4389813.95,4169187.27,0,0
1098160,130,PAYMENT,28507.3,C1582821408,20196,0,M1164745377,0,0,0,0
1302811,136,CASH_OUT,31234.09,C590948101,128862,97627.91,C2056465250,1000395.34,1204328.88,0,0
6173780,564,PAYMENT,358.1,C1138748020,0,0,M1658718235,0,0,0,0
1260885,134,PAYMENT,13530.87,C84289127,39642,26111.13,M2007416209,0,0,0,0
5169887,358,CASH_OUT,179394.35,C989000937,0,0,C696232580,450051.06,629445.41,0,0
6213630,588,CASH_OUT,56434.31,C1085323312,11142,0,C1618357907,189165.56,245599.88,0,0
5857060,402,CASH_IN,12844.74,C1423428247,132452,145296.74,C380529346,0,0,0,0
